タイトル,年月,売上予測（円）,サービス開始日,サービス終了日,備考
ラブライブ！スクールアイドルフェスティバルALL STARS,2020/07,344000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2020/06,225000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2020/05,345000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2020/04,350000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2020/03,441000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2020/02,403000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2020/01,472000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2021/12,195000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2021/11,135000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2021/10,182000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2021/09,206000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2021/08,206000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2021/07,194000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2021/06,222000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2021/05,236000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2021/04,207000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2021/03,263000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2021/02,240000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2021/01,251000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2022/12,94730000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2022/11,96950000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2022/10,145000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2022/09,142000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2022/08,101000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2022/07,106000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2022/06,152000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2022/05,144000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2022/04,110000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2022/03,142000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2022/02,96990000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2022/01,165000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2023/05,1560000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2023/04,66300000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2023/03,95640000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2023/02,75410000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
ラブライブ！スクールアイドルフェスティバルALL STARS,2023/01,100000000,2019/9/26,2023/06/30,"アニメ/コミック,原作モノ"
戦国大河 - 天下統一シミュレーション,2018/12,6150000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2018/11,14540000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2019/12,26270000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2019/11,9550000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2019/10,6170000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2019/09,24330000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2019/08,22960000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2019/07,21570000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2019/06,19150000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2019/05,7330000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2019/04,24460000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2019/03,5320000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2019/02,2110000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2020/12,16400000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2020/11,20610000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2020/10,13430000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2020/09,14410000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2020/08,12760000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2020/07,18040000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2020/06,23010000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2020/05,21340000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2020/04,25600000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2020/03,18350000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2020/02,18000000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2020/01,18540000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2021/12,27150000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2021/11,30250000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2021/10,30120000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2021/09,2300000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2021/08,19040000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2021/07,23160000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2021/06,25160000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2021/05,14510000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2021/04,24450000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2021/03,22580000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2021/02,14700000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2021/01,15840000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2022/12,30700000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2022/11,27910000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2022/10,24940000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2022/09,26450000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2022/08,25850000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2022/07,30580000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2022/06,31170000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2022/05,25180000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2022/04,23950000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2022/03,26300000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2022/02,27650000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2022/01,29600000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2023/07,17220000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2023/06,19850000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2023/05,24160000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2023/04,19620000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2023/03,23330000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2023/02,22830000,2018/11/21,2023/11/29,戦国時代
戦国大河 - 天下統一シミュレーション,2023/01,27150000,2018/11/21,2023/11/29,戦国時代
爆走ドリフターズ,2019/12,48470000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2019/11,27390000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2020/12,3590000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2020/11,4250000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2020/10,3660000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2020/09,4110000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2020/08,8200000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2020/07,8530000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2020/06,9020000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2020/05,10770000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2020/04,14520000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2020/03,21660000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2020/02,22580000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2020/01,22710000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2021/12,6310000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2021/11,2250000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2021/10,6160000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2021/08,1470000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2021/07,3210000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2021/06,1130000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2021/05,3790000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2021/04,3970000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2021/03,4660000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2021/02,9680000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2021/01,4240000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2022/12,3030000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2022/11,460000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2022/04,3030000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2022/03,12820000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2022/02,8370000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2022/01,13870000,2019/11/14,2023/06/13,無料
爆走ドリフターズ,2023/01,910000,2019/11/14,2023/06/13,無料
フリージング エクステンション - 学園美少女RPG,2018/10,3230000,2018/8/23,2019/10/31,"アニメ/コミック,原作モノ"
フリージング エクステンション - 学園美少女RPG,2018/09,47020000,2018/8/23,2019/10/31,"アニメ/コミック,原作モノ"
フリージング エクステンション - 学園美少女RPG,2018/08,13050000,2018/8/23,2019/10/31,"アニメ/コミック,原作モノ"
フリージング エクステンション - 学園美少女RPG,2019/08,30000,2018/8/23,2019/10/31,"アニメ/コミック,原作モノ"
フリージング エクステンション - 学園美少女RPG,2019/07,130000,2018/8/23,2019/10/31,"アニメ/コミック,原作モノ"
真・三國無双 斬,2018/12,276000000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2018/11,300000000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2018/10,424000000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2018/09,268000000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2019/12,46360000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2019/11,53570000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2019/10,64240000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2019/09,79490000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2019/08,57540000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2019/07,75410000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2019/06,76090000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2019/05,85580000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2019/04,84720000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2019/03,162000000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2019/02,193000000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2019/01,199000000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2020/12,21950000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2020/11,24250000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2020/10,23780000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2020/09,33180000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2020/08,25550000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2020/07,32690000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2020/06,29340000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2020/05,36520000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2020/04,55730000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2020/03,51620000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2020/02,55970000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2020/01,50240000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2021/12,28520000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2021/11,26900000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2021/10,24960000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2021/09,6030000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2021/08,23060000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2021/07,21930000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2021/06,26600000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2021/05,31370000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2021/04,39800000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2021/03,31360000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2021/02,31640000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2021/01,28080000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2022/08,15660000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2022/07,22240000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2022/06,21750000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2022/05,29210000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2022/04,43800000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2022/03,22580000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2022/02,20810000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
真・三國無双 斬,2022/01,30970000,2018/9/20,2022/10/27,"三國志, 三国志, 無料"
テラウォーズ,2019/10,100000,2019/7/1,2019/12/24,"無料, 日本"
テラウォーズ,2019/09,100000,2019/7/1,2019/12/24,"無料, 日本"
テラウォーズ,2019/08,70000,2019/7/1,2019/12/24,"無料, 日本"
テラウォーズ,2019/07,2430000,2019/7/1,2019/12/24,"無料, 日本"
アークザラッド R,2018/12,141000000,2018/8/23,2021/06/30,無料
アークザラッド R,2018/11,187000000,2018/8/23,2021/06/30,無料
アークザラッド R,2018/10,218000000,2018/8/23,2021/06/30,無料
アークザラッド R,2018/09,392000000,2018/8/23,2021/06/30,無料
アークザラッド R,2018/08,130000000,2018/8/23,2021/06/30,無料
アークザラッド R,2019/12,20910000,2018/8/23,2021/06/30,無料
アークザラッド R,2019/11,14970000,2018/8/23,2021/06/30,無料
アークザラッド R,2019/10,19180000,2018/8/23,2021/06/30,無料
アークザラッド R,2019/09,46720000,2018/8/23,2021/06/30,無料
アークザラッド R,2019/08,66610000,2018/8/23,2021/06/30,無料
アークザラッド R,2019/07,70420000,2018/8/23,2021/06/30,無料
アークザラッド R,2019/06,105000000,2018/8/23,2021/06/30,無料
アークザラッド R,2019/05,55080000,2018/8/23,2021/06/30,無料
アークザラッド R,2019/04,128000000,2018/8/23,2021/06/30,無料
アークザラッド R,2019/03,154000000,2018/8/23,2021/06/30,無料
アークザラッド R,2019/02,206000000,2018/8/23,2021/06/30,無料
アークザラッド R,2019/01,197000000,2018/8/23,2021/06/30,無料
アークザラッド R,2020/12,18460000,2018/8/23,2021/06/30,無料
アークザラッド R,2020/11,22630000,2018/8/23,2021/06/30,無料
アークザラッド R,2020/10,19750000,2018/8/23,2021/06/30,無料
アークザラッド R,2020/09,28090000,2018/8/23,2021/06/30,無料
アークザラッド R,2020/08,65660000,2018/8/23,2021/06/30,無料
アークザラッド R,2020/07,18120000,2018/8/23,2021/06/30,無料
アークザラッド R,2020/06,16280000,2018/8/23,2021/06/30,無料
アークザラッド R,2020/05,21780000,2018/8/23,2021/06/30,無料
アークザラッド R,2020/04,40480000,2018/8/23,2021/06/30,無料
アークザラッド R,2020/03,25520000,2018/8/23,2021/06/30,無料
アークザラッド R,2020/02,28920000,2018/8/23,2021/06/30,無料
アークザラッド R,2020/01,32320000,2018/8/23,2021/06/30,無料
アークザラッド R,2021/04,3950000,2018/8/23,2021/06/30,無料
アークザラッド R,2021/03,14780000,2018/8/23,2021/06/30,無料
アークザラッド R,2021/02,16720000,2018/8/23,2021/06/30,無料
アークザラッド R,2021/01,19350000,2018/8/23,2021/06/30,無料
イドラ ファンタシースターサーガ,2018/12,228000000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2018/11,21740000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2019/12,130000000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2019/11,141000000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2019/10,147000000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2019/09,151000000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2019/08,120000000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2019/07,97260000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2019/06,94380000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2019/05,137000000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2019/04,103000000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2019/03,32130000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2019/02,39260000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2019/01,99100000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2020/12,59560000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2020/11,75630000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2020/10,52020000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2020/09,47070000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2020/08,64010000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2020/07,54150000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2020/06,79110000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2020/05,70880000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2020/04,16400000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2020/03,85180000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2020/02,87960000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2020/01,82140000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2021/11,2640000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2021/10,37600000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2021/09,15990000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2021/08,29350000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2021/07,38650000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2021/06,40780000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2021/05,42140000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2021/04,30520000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2021/03,44830000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2021/02,45050000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
イドラ ファンタシースターサーガ,2021/01,31070000,2018/11/27,2022/01/12,"無料, セガ注目タイトル"
トロとパズル ~どこでもいっしょ~,2019/12,43350000,2019/10/1,2021/05/10,パズル
トロとパズル ~どこでもいっしょ~,2019/11,59850000,2019/10/1,2021/05/10,パズル
トロとパズル ~どこでもいっしょ~,2019/10,64540000,2019/10/1,2021/05/10,パズル
トロとパズル ~どこでもいっしょ~,2020/12,7610000,2019/10/1,2021/05/10,パズル
トロとパズル ~どこでもいっしょ~,2020/11,9430000,2019/10/1,2021/05/10,パズル
トロとパズル ~どこでもいっしょ~,2020/10,13340000,2019/10/1,2021/05/10,パズル
トロとパズル ~どこでもいっしょ~,2020/09,12080000,2019/10/1,2021/05/10,パズル
トロとパズル ~どこでもいっしょ~,2020/08,10590000,2019/10/1,2021/05/10,パズル
トロとパズル ~どこでもいっしょ~,2020/07,16110000,2019/10/1,2021/05/10,パズル
トロとパズル ~どこでもいっしょ~,2020/06,15350000,2019/10/1,2021/05/10,パズル
トロとパズル ~どこでもいっしょ~,2020/05,19560000,2019/10/1,2021/05/10,パズル
トロとパズル ~どこでもいっしょ~,2020/04,15030000,2019/10/1,2021/05/10,パズル
トロとパズル ~どこでもいっしょ~,2020/03,29480000,2019/10/1,2021/05/10,パズル
トロとパズル ~どこでもいっしょ~,2020/02,31840000,2019/10/1,2021/05/10,パズル
トロとパズル ~どこでもいっしょ~,2020/01,32040000,2019/10/1,2021/05/10,パズル
トロとパズル ~どこでもいっしょ~,2021/01,3490000,2019/10/1,2021/05/10,パズル
オンエア！,2018/12,37120000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
オンエア！,2018/11,47130000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
オンエア！,2018/10,47490000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
オンエア！,2018/09,83130000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
オンエア！,2018/08,47410000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
オンエア！,2019/12,16110000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
オンエア！,2019/11,9010000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
オンエア！,2019/10,31470000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
オンエア！,2019/09,36070000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
オンエア！,2019/08,153000000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
オンエア！,2019/07,24030000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
オンエア！,2019/06,57410000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
オンエア！,2019/05,30460000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
オンエア！,2019/04,45970000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
オンエア！,2019/03,22410000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
オンエア！,2019/02,45720000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
オンエア！,2019/01,34130000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
オンエア！,2020/09,8690000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
オンエア！,2020/08,62830000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
オンエア！,2020/07,17860000,2018/8/16,2020/10/30,"女性向け, 育成, 学園物, イケメン, 無料"
