年月,タイトル,売上予測（円）,サービス開始日,サービス終了日,備考
2020-05-01,ディズニー マイリトルドール,121000000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2020-06-01,ディズニー マイリトルドール,127000000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2020-07-01,ディズニー マイリトルドール,131000000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2020-08-01,ディズニー マイリトルドール,131000000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2020-09-01,ディズニー マイリトルドール,166000000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2020-10-01,ディズニー マイリトルドール,138000000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2020-11-01,ディズニー マイリトルドール,141000000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2020-12-01,ディズニー マイリトルドール,146000000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2021-01-01,ディズニー マイリトルドール,115000000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2021-02-01,ディズニー マイリトルドール,151000000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2021-03-01,ディズニー マイリトルドール,137000000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2021-04-01,ディズニー マイリトルドール,131000000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2021-05-01,ディズニー マイリトルドール,137000000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2021-06-01,ディズニー マイリトルドール,153000000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2021-07-01,ディズニー マイリトルドール,110000000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2021-08-01,ディズニー マイリトルドール,102000000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2021-09-01,ディズニー マイリトルドール,138000000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2021-10-01,ディズニー マイリトルドール,92430000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2021-11-01,ディズニー マイリトルドール,116000000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2021-12-01,ディズニー マイリトルドール,106000000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2022-01-01,ディズニー マイリトルドール,161000000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2022-02-01,ディズニー マイリトルドール,73120000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2022-03-01,ディズニー マイリトルドール,81270000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2022-04-01,ディズニー マイリトルドール,63610000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2022-05-01,ディズニー マイリトルドール,61070000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2022-06-01,ディズニー マイリトルドール,81030000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2022-07-01,ディズニー マイリトルドール,60710000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2022-08-01,ディズニー マイリトルドール,52440000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2022-09-01,ディズニー マイリトルドール,95090000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2022-10-01,ディズニー マイリトルドール,55750000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2022-11-01,ディズニー マイリトルドール,46660000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2022-12-01,ディズニー マイリトルドール,50430000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2023-01-01,ディズニー マイリトルドール,64740000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2023-02-01,ディズニー マイリトルドール,32660000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2023-03-01,ディズニー マイリトルドール,40200000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2023-04-01,ディズニー マイリトルドール,6390000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2023-05-01,ディズニー マイリトルドール,28140000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2023-06-01,ディズニー マイリトルドール,33570000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2023-07-01,ディズニー マイリトルドール,12730000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2023-08-01,ディズニー マイリトルドール,8140000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2023-09-01,ディズニー マイリトルドール,10840000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2023-10-01,ディズニー マイリトルドール,32830000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2023-11-01,ディズニー マイリトルドール,6990000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2023-12-01,ディズニー マイリトルドール,6380000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2024-01-01,ディズニー マイリトルドール,4160000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2024-02-01,ディズニー マイリトルドール,6730000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2024-03-01,ディズニー マイリトルドール,13520000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2024-04-01,ディズニー マイリトルドール,106038571.42857143,2016-09-01,2024-09-25,"ほのぼの, 無料"
2024-05-01,ディズニー マイリトルドール,8000000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2024-06-01,ディズニー マイリトルドール,4340000.0,2016-09-01,2024-09-25,"ほのぼの, 無料"
2024-07-01,ディズニー マイリトルドール,106038571.42857143,2016-09-01,2024-09-25,"ほのぼの, 無料"
2024-08-01,ディズニー マイリトルドール,106038571.42857143,2016-09-01,2024-09-25,"ほのぼの, 無料"
2024-09-01,ディズニー マイリトルドール,106038571.42857143,2016-09-01,2024-09-25,"ほのぼの, 無料"
2021-01-01,ディズニー ミュージックパレード,71320000.0,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2021-02-01,ディズニー ミュージックパレード,246000000.0,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2021-03-01,ディズニー ミュージックパレード,151000000.0,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2021-04-01,ディズニー ミュージックパレード,135000000.0,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2021-05-01,ディズニー ミュージックパレード,102000000.0,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2021-06-01,ディズニー ミュージックパレード,91500000.0,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2021-07-01,ディズニー ミュージックパレード,99110000.0,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2021-08-01,ディズニー ミュージックパレード,94140000.0,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2021-09-01,ディズニー ミュージックパレード,90600000.0,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2021-10-01,ディズニー ミュージックパレード,117000000.0,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2021-11-01,ディズニー ミュージックパレード,137000000.0,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2021-12-01,ディズニー ミュージックパレード,86990000.0,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2022-01-01,ディズニー ミュージックパレード,78370000.0,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2022-02-01,ディズニー ミュージックパレード,44790000.0,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2022-03-01,ディズニー ミュージックパレード,65850000.0,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2022-04-01,ディズニー ミュージックパレード,70270000.0,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2022-05-01,ディズニー ミュージックパレード,61950000.0,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2022-06-01,ディズニー ミュージックパレード,66800000.0,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2022-07-01,ディズニー ミュージックパレード,72540000.0,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2022-08-01,ディズニー ミュージックパレード,79400000.0,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2022-09-01,ディズニー ミュージックパレード,60820000.0,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2022-10-01,ディズニー ミュージックパレード,80770000.0,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2022-11-01,ディズニー ミュージックパレード,8000000.0,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2022-12-01,ディズニー ミュージックパレード,91792173.91304348,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2023-01-01,ディズニー ミュージックパレード,91792173.91304348,2021-01-22,2023-01-10,"原作モノ, 女子にも人気, 無料"
2021-10-01,ディープインサニティ アサイラム,40880000.0,2021-10-14,2022-10-31,無料
2021-11-01,ディープインサニティ アサイラム,21540000.0,2021-10-14,2022-10-31,無料
2021-12-01,ディープインサニティ アサイラム,1700000.0,2021-10-14,2022-10-31,無料
2022-01-01,ディープインサニティ アサイラム,5530000.0,2021-10-14,2022-10-31,無料
2022-02-01,ディープインサニティ アサイラム,17412500.0,2021-10-14,2022-10-31,無料
2022-03-01,ディープインサニティ アサイラム,17412500.0,2021-10-14,2022-10-31,無料
2022-04-01,ディープインサニティ アサイラム,17412500.0,2021-10-14,2022-10-31,無料
2022-05-01,ディープインサニティ アサイラム,17412500.0,2021-10-14,2022-10-31,無料
2022-06-01,ディープインサニティ アサイラム,17412500.0,2021-10-14,2022-10-31,無料
2022-07-01,ディープインサニティ アサイラム,17412500.0,2021-10-14,2022-10-31,無料
2022-08-01,ディープインサニティ アサイラム,17412500.0,2021-10-14,2022-10-31,無料
2022-09-01,ディープインサニティ アサイラム,17412500.0,2021-10-14,2022-10-31,無料
2022-10-01,ディープインサニティ アサイラム,17412500.0,2021-10-14,2022-10-31,無料
2018-06-01,デジモンリアライズ,56180000.0,2018-06-26,2022-04-21,無料
2018-07-01,デジモンリアライズ,359000000.0,2018-06-26,2022-04-21,無料
2018-08-01,デジモンリアライズ,197000000.0,2018-06-26,2022-04-21,無料
2018-09-01,デジモンリアライズ,112000000.0,2018-06-26,2022-04-21,無料
2018-10-01,デジモンリアライズ,64490000.0,2018-06-26,2022-04-21,無料
2018-11-01,デジモンリアライズ,83780000.0,2018-06-26,2022-04-21,無料
2018-12-01,デジモンリアライズ,34870000.0,2018-06-26,2022-04-21,無料
2019-01-01,デジモンリアライズ,47290000.0,2018-06-26,2022-04-21,無料
2019-02-01,デジモンリアライズ,29350000.0,2018-06-26,2022-04-21,無料
2019-03-01,デジモンリアライズ,143000000.0,2018-06-26,2022-04-21,無料
2019-04-01,デジモンリアライズ,110000000.0,2018-06-26,2022-04-21,無料
2019-05-01,デジモンリアライズ,46220000.0,2018-06-26,2022-04-21,無料
2019-06-01,デジモンリアライズ,58240000.0,2018-06-26,2022-04-21,無料
2019-07-01,デジモンリアライズ,82200000.0,2018-06-26,2022-04-21,無料
2019-08-01,デジモンリアライズ,67830000.0,2018-06-26,2022-04-21,無料
2019-09-01,デジモンリアライズ,21660000.0,2018-06-26,2022-04-21,無料
2019-10-01,デジモンリアライズ,10370000.0,2018-06-26,2022-04-21,無料
2019-11-01,デジモンリアライズ,20150000.0,2018-06-26,2022-04-21,無料
2019-12-01,デジモンリアライズ,22310000.0,2018-06-26,2022-04-21,無料
2020-01-01,デジモンリアライズ,28680000.0,2018-06-26,2022-04-21,無料
2020-02-01,デジモンリアライズ,41720000.0,2018-06-26,2022-04-21,無料
2020-03-01,デジモンリアライズ,71440000.0,2018-06-26,2022-04-21,無料
2020-04-01,デジモンリアライズ,43230000.0,2018-06-26,2022-04-21,無料
2020-05-01,デジモンリアライズ,56460000.0,2018-06-26,2022-04-21,無料
2020-06-01,デジモンリアライズ,69900000.0,2018-06-26,2022-04-21,無料
2020-07-01,デジモンリアライズ,61810000.0,2018-06-26,2022-04-21,無料
2020-08-01,デジモンリアライズ,72820000.0,2018-06-26,2022-04-21,無料
2020-09-01,デジモンリアライズ,44770000.0,2018-06-26,2022-04-21,無料
2020-10-01,デジモンリアライズ,31780000.0,2018-06-26,2022-04-21,無料
2020-11-01,デジモンリアライズ,42900000.0,2018-06-26,2022-04-21,無料
2020-12-01,デジモンリアライズ,46350000.0,2018-06-26,2022-04-21,無料
2021-01-01,デジモンリアライズ,39310000.0,2018-06-26,2022-04-21,無料
2021-02-01,デジモンリアライズ,48670000.0,2018-06-26,2022-04-21,無料
2021-03-01,デジモンリアライズ,58150000.0,2018-06-26,2022-04-21,無料
2021-04-01,デジモンリアライズ,35670000.0,2018-06-26,2022-04-21,無料
2021-05-01,デジモンリアライズ,41920000.0,2018-06-26,2022-04-21,無料
2021-06-01,デジモンリアライズ,58730000.0,2018-06-26,2022-04-21,無料
2021-07-01,デジモンリアライズ,68130000.0,2018-06-26,2022-04-21,無料
2021-08-01,デジモンリアライズ,38820000.0,2018-06-26,2022-04-21,無料
2021-09-01,デジモンリアライズ,24910000.0,2018-06-26,2022-04-21,無料
2021-10-01,デジモンリアライズ,42290000.0,2018-06-26,2022-04-21,無料
2021-11-01,デジモンリアライズ,30060000.0,2018-06-26,2022-04-21,無料
2021-12-01,デジモンリアライズ,33700000.0,2018-06-26,2022-04-21,無料
2022-01-01,デジモンリアライズ,31940000.0,2018-06-26,2022-04-21,無料
2022-02-01,デジモンリアライズ,19040000.0,2018-06-26,2022-04-21,無料
2022-03-01,デジモンリアライズ,61092000.0,2018-06-26,2022-04-21,無料
2022-04-01,デジモンリアライズ,61092000.0,2018-06-26,2022-04-21,無料
2016-03-01,デジモンリンクス,38600000.0,2016-03-24,2019-07-30,"原作モノ, アニメ/コミック, 育成, 無料"
