タイトル,年月,発売日,サービス終了日,売上予測（円）,備考
シドニアの騎士 掌位ノ絆,Oct-21,2021/8/12,2022/6/28,2760000,"アニメ/コミック, 原作モノ, SF, 無料"
シドニアの騎士 掌位ノ絆,Aug-21,2021/8/12,2022/6/28,8850000,"アニメ/コミック, 原作モノ, SF, 無料"
D_CIDE TRAUMEREI ディーサイドトロイメライ,Dec-21,2021/9/30,2022/10/28,25210000,"ホラー/オカルト, アニメ/コミック, 基本プレイ無料"
D_CIDE TRAUMEREI ディーサイドトロイメライ,Nov-21,2021/9/30,2022/10/28,31800000,"ホラー/オカルト, アニメ/コミック, 基本プレイ無料"
D_CIDE TRAUMEREI ディーサイドトロイメライ,Oct-21,2021/9/30,2022/10/28,86900000,"ホラー/オカルト, アニメ/コミック, 基本プレイ無料"
D_CIDE TRAUMEREI ディーサイドトロイメライ,Sep-22,2021/9/30,2022/10/28,640000,"ホラー/オカルト, アニメ/コミック, 基本プレイ無料"
D_CIDE TRAUMEREI ディーサイドトロイメライ,Aug-22,2021/9/30,2022/10/28,2270000,"ホラー/オカルト, アニメ/コミック, 基本プレイ無料"
D_CIDE TRAUMEREI ディーサイドトロイメライ,Jul-22,2021/9/30,2022/10/28,510000,"ホラー/オカルト, アニメ/コミック, 基本プレイ無料"
D_CIDE TRAUMEREI ディーサイドトロイメライ,Jun-22,2021/9/30,2022/10/28,1440000,"ホラー/オカルト, アニメ/コミック, 基本プレイ無料"
D_CIDE TRAUMEREI ディーサイドトロイメライ,May-22,2021/9/30,2022/10/28,2410000,"ホラー/オカルト, アニメ/コミック, 基本プレイ無料"
D_CIDE TRAUMEREI ディーサイドトロイメライ,Apr-22,2021/9/30,2022/10/28,4890000,"ホラー/オカルト, アニメ/コミック, 基本プレイ無料"
D_CIDE TRAUMEREI ディーサイドトロイメライ,Mar-22,2021/9/30,2022/10/28,7250000,"ホラー/オカルト, アニメ/コミック, 基本プレイ無料"
D_CIDE TRAUMEREI ディーサイドトロイメライ,Feb-22,2021/9/30,2022/10/28,12480000,"ホラー/オカルト, アニメ/コミック, 基本プレイ無料"
D_CIDE TRAUMEREI ディーサイドトロイメライ,Jan-22,2021/9/30,2022/10/28,22630000,"ホラー/オカルト, アニメ/コミック, 基本プレイ無料"
ドラゴンクエストけしケシ！,Dec-21,2021/12/1,2024/7/31,434000000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Dec-22,2021/12/1,2024/7/31,222000000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Nov-22,2021/12/1,2024/7/31,96910000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Oct-22,2021/12/1,2024/7/31,144000000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Sep-22,2021/12/1,2024/7/31,166000000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Aug-22,2021/12/1,2024/7/31,170000000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Jul-22,2021/12/1,2024/7/31,185000000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Jun-22,2021/12/1,2024/7/31,298000000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,May-22,2021/12/1,2024/7/31,219000000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Apr-22,2021/12/1,2024/7/31,180000000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Mar-22,2021/12/1,2024/7/31,167000000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Feb-22,2021/12/1,2024/7/31,142000000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Jan-22,2021/12/1,2024/7/31,365000000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Dec-23,2021/12/1,2024/7/31,158000000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Nov-23,2021/12/1,2024/7/31,140000000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Oct-23,2021/12/1,2024/7/31,63850000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Sep-23,2021/12/1,2024/7/31,74380000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Aug-23,2021/12/1,2024/7/31,104000000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Jul-23,2021/12/1,2024/7/31,141000000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Jun-23,2021/12/1,2024/7/31,178000000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,May-23,2021/12/1,2024/7/31,92880000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Apr-23,2021/12/1,2024/7/31,117000000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Mar-23,2021/12/1,2024/7/31,94650000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Feb-23,2021/12/1,2024/7/31,117000000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Jan-23,2021/12/1,2024/7/31,213000000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,May-24,2021/12/1,2024/7/31,40400000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Apr-24,2021/12/1,2024/7/31,62280000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Mar-24,2021/12/1,2024/7/31,79370000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Feb-24,2021/12/1,2024/7/31,63340000,"パズル, ドラゴンクエスト, 基本プレイ無料"
ドラゴンクエストけしケシ！,Jan-24,2021/12/1,2024/7/31,107000000,"パズル, ドラゴンクエスト, 基本プレイ無料"
遊戯王クロスデュエル,Dec-22,2022/9/6,2023/9/4,28430000,"無料, プレイ人数：1～4人, 対戦プレイ, 原作モノ, カード, アニメ/コミック, 協力プレイ"
遊戯王クロスデュエル,Nov-22,2022/9/6,2023/9/4,28800000,"無料, プレイ人数：1～4人, 対戦プレイ, 原作モノ, カード, アニメ/コミック, 協力プレイ"
遊戯王クロスデュエル,Oct-22,2022/9/6,2023/9/4,42400000,"無料, プレイ人数：1～4人, 対戦プレイ, 原作モノ, カード, アニメ/コミック, 協力プレイ"
遊戯王クロスデュエル,Sep-22,2022/9/6,2023/9/4,81350000,"無料, プレイ人数：1～4人, 対戦プレイ, 原作モノ, カード, アニメ/コミック, 協力プレイ"
遊戯王クロスデュエル,Mar-23,2022/9/6,2023/9/4,16820000,"無料, プレイ人数：1～4人, 対戦プレイ, 原作モノ, カード, アニメ/コミック, 協力プレイ"
遊戯王クロスデュエル,Feb-23,2022/9/6,2023/9/4,10510000,"無料, プレイ人数：1～4人, 対戦プレイ, 原作モノ, カード, アニメ/コミック, 協力プレイ"
遊戯王クロスデュエル,Jan-23,2022/9/6,2023/9/4,19610000,"無料, プレイ人数：1～4人, 対戦プレイ, 原作モノ, カード, アニメ/コミック, 協力プレイ"
聖剣伝説 ECHOES of MANA,Dec-22,2022/4/27,2023/5/15,48170000,"ファンタジー, プレイ人数：1人, 無料"
聖剣伝説 ECHOES of MANA,Nov-22,2022/4/27,2023/5/15,66690000,"ファンタジー, プレイ人数：1人, 無料"
聖剣伝説 ECHOES of MANA,Oct-22,2022/4/27,2023/5/15,109000000,"ファンタジー, プレイ人数：1人, 無料"
聖剣伝説 ECHOES of MANA,Sep-22,2022/4/27,2023/5/15,59910000,"ファンタジー, プレイ人数：1人, 無料"
聖剣伝説 ECHOES of MANA,Aug-22,2022/4/27,2023/5/15,85220000,"ファンタジー, プレイ人数：1人, 無料"
聖剣伝説 ECHOES of MANA,Jul-22,2022/4/27,2023/5/15,116000000,"ファンタジー, プレイ人数：1人, 無料"
聖剣伝説 ECHOES of MANA,Jun-22,2022/4/27,2023/5/15,220000000,"ファンタジー, プレイ人数：1人, 無料"
聖剣伝説 ECHOES of MANA,May-22,2022/4/27,2023/5/15,365000000,"ファンタジー, プレイ人数：1人, 無料"
聖剣伝説 ECHOES of MANA,Apr-22,2022/4/27,2023/5/15,51640000,"ファンタジー, プレイ人数：1人, 無料"
聖剣伝説 ECHOES of MANA,Feb-23,2022/4/27,2023/5/15,8550000,"ファンタジー, プレイ人数：1人, 無料"
聖剣伝説 ECHOES of MANA,Jan-23,2022/4/27,2023/5/15,49890000,"ファンタジー, プレイ人数：1人, 無料"
AKB48 WORLD,Dec-21,2021/9/9,2023/12/19,24310000,
AKB48 WORLD,Nov-21,2021/9/9,2023/12/19,28820000,
AKB48 WORLD,Oct-21,2021/9/9,2023/12/19,30540000,
AKB48 WORLD,Sep-21,2021/9/9,2023/12/19,18960000,
AKB48 WORLD,Nov-22,2021/9/9,2023/12/19,950000,
AKB48 WORLD,Oct-22,2021/9/9,2023/12/19,970000,
AKB48 WORLD,Sep-22,2021/9/9,2023/12/19,5360000,
AKB48 WORLD,Aug-22,2021/9/9,2023/12/19,6770000,
AKB48 WORLD,Jul-22,2021/9/9,2023/12/19,10720000,
AKB48 WORLD,Jun-22,2021/9/9,2023/12/19,12310000,
AKB48 WORLD,May-22,2021/9/9,2023/12/19,18170000,
AKB48 WORLD,Apr-22,2021/9/9,2023/12/19,17920000,
AKB48 WORLD,Mar-22,2021/9/9,2023/12/19,19740000,
AKB48 WORLD,Feb-22,2021/9/9,2023/12/19,21330000,
AKB48 WORLD,Jan-22,2021/9/9,2023/12/19,25000000,
AKB48 WORLD,Nov-23,2021/9/9,2023/12/19,400000,
AKB48 WORLD,Jun-23,2021/9/9,2023/12/19,750000,
AKB48 WORLD,May-23,2021/9/9,2023/12/19,960000,
AKB48 WORLD,Apr-23,2021/9/9,2023/12/19,460000,
夢職人と忘れじの黒い妖精,Dec-22,2022/2/18,2024/11/19,117000000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Nov-22,2022/2/18,2024/11/19,138000000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Oct-22,2022/2/18,2024/11/19,136000000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Sep-22,2022/2/18,2024/11/19,111000000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Aug-22,2022/2/18,2024/11/19,165000000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Jul-22,2022/2/18,2024/11/19,127000000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Jun-22,2022/2/18,2024/11/19,104000000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,May-22,2022/2/18,2024/11/19,113000000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Apr-22,2022/2/18,2024/11/19,168000000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Mar-22,2022/2/18,2024/11/19,167000000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Feb-22,2022/2/18,2024/11/19,67030000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Dec-23,2022/2/18,2024/11/19,82220000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Nov-23,2022/2/18,2024/11/19,80340000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Oct-23,2022/2/18,2024/11/19,70510000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Sep-23,2022/2/18,2024/11/19,76350000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Aug-23,2022/2/18,2024/11/19,131000000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Jul-23,2022/2/18,2024/11/19,91110000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Jun-23,2022/2/18,2024/11/19,97570000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,May-23,2022/2/18,2024/11/19,91940000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Apr-23,2022/2/18,2024/11/19,110000000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Mar-23,2022/2/18,2024/11/19,105000000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Feb-23,2022/2/18,2024/11/19,168000000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Jan-23,2022/2/18,2024/11/19,161000000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Sep-24,2022/2/18,2024/11/19,50240000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Aug-24,2022/2/18,2024/11/19,89550000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Jul-24,2022/2/18,2024/11/19,66000000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Jun-24,2022/2/18,2024/11/19,58790000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,May-24,2022/2/18,2024/11/19,61590000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Apr-24,2022/2/18,2024/11/19,74640000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Mar-24,2022/2/18,2024/11/19,75750000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Feb-24,2022/2/18,2024/11/19,129000000,"女性向け, 無料, イケメン, ファンタジー"
夢職人と忘れじの黒い妖精,Jan-24,2022/2/18,2024/11/19,152000000,"女性向け, 無料, イケメン, ファンタジー"
アーテリーギア-機動戦姫-,Dec-21,2021/11/18,2024/11/12,170000000,無料
アーテリーギア-機動戦姫-,Nov-21,2021/11/18,2024/11/12,133000000,無料
アーテリーギア-機動戦姫-,Dec-22,2021/11/18,2024/11/12,21020000,無料
アーテリーギア-機動戦姫-,Nov-22,2021/11/18,2024/11/12,24720000,無料
アーテリーギア-機動戦姫-,Oct-22,2021/11/18,2024/11/12,25010000,無料
アーテリーギア-機動戦姫-,Sep-22,2021/11/18,2024/11/12,24400000,無料
アーテリーギア-機動戦姫-,Aug-22,2021/11/18,2024/11/12,28880000,無料
アーテリーギア-機動戦姫-,Jul-22,2021/11/18,2024/11/12,58880000,無料
アーテリーギア-機動戦姫-,Jun-22,2021/11/18,2024/11/12,29470000,無料
アーテリーギア-機動戦姫-,May-22,2021/11/18,2024/11/12,46820000,無料
アーテリーギア-機動戦姫-,Apr-22,2021/11/18,2024/11/12,42570000,無料
アーテリーギア-機動戦姫-,Mar-22,2021/11/18,2024/11/12,44730000,無料
アーテリーギア-機動戦姫-,Feb-22,2021/11/18,2024/11/12,67500000,無料
アーテリーギア-機動戦姫-,Jan-22,2021/11/18,2024/11/12,180000000,無料
アーテリーギア-機動戦姫-,Dec-23,2021/11/18,2024/11/12,3600000,無料
アーテリーギア-機動戦姫-,Nov-23,2021/11/18,2024/11/12,4830000,無料
アーテリーギア-機動戦姫-,Oct-23,2021/11/18,2024/11/12,4610000,無料
アーテリーギア-機動戦姫-,Sep-23,2021/11/18,2024/11/12,10740000,無料
アーテリーギア-機動戦姫-,Aug-23,2021/11/18,2024/11/12,9770000,無料
アーテリーギア-機動戦姫-,Jul-23,2021/11/18,2024/11/12,10750000,無料
アーテリーギア-機動戦姫-,Jun-23,2021/11/18,2024/11/12,14360000,無料
アーテリーギア-機動戦姫-,May-23,2021/11/18,2024/11/12,18770000,無料
アーテリーギア-機動戦姫-,Apr-23,2021/11/18,2024/11/12,10350000,無料
アーテリーギア-機動戦姫-,Mar-23,2021/11/18,2024/11/12,4900000,無料
アーテリーギア-機動戦姫-,Feb-23,2021/11/18,2024/11/12,11970000,無料
アーテリーギア-機動戦姫-,Jan-23,2021/11/18,2024/11/12,18830000,無料
アーテリーギア-機動戦姫-,Jul-24,2021/11/18,2024/11/12,2370000,無料
アーテリーギア-機動戦姫-,Jun-24,2021/11/18,2024/11/12,3950000,無料
アーテリーギア-機動戦姫-,May-24,2021/11/18,2024/11/12,8590000,無料
アーテリーギア-機動戦姫-,Apr-24,2021/11/18,2024/11/12,3230000,無料
アーテリーギア-機動戦姫-,Mar-24,2021/11/18,2024/11/12,7930000,無料
アーテリーギア-機動戦姫-,Feb-24,2021/11/18,2024/11/12,1280000,無料
アーテリーギア-機動戦姫-,Jan-24,2021/11/18,2024/11/12,9200000,無料
EXtreme LIVES,Dec-22,2022/3/1,2023/2/28,16630000,無料
EXtreme LIVES,Nov-22,2022/3/1,2023/2/28,34460000,無料
EXtreme LIVES,Oct-22,2022/3/1,2023/2/28,40070000,無料
EXtreme LIVES,Sep-22,2022/3/1,2023/2/28,80590000,無料
EXtreme LIVES,Aug-22,2022/3/1,2023/2/28,37160000,無料
EXtreme LIVES,Jul-22,2022/3/1,2023/2/28,83180000,無料
EXtreme LIVES,Jun-22,2022/3/1,2023/2/28,73350000,無料
EXtreme LIVES,May-22,2022/3/1,2023/2/28,58660000,無料
EXtreme LIVES,Apr-22,2022/3/1,2023/2/28,92780000,無料
EXtreme LIVES,Mar-22,2022/3/1,2023/2/28,114000000,無料
EXTASY VISUAL SHOCK,Aug-22,2022/3/31,2022/10/31,3670000,無料
EXTASY VISUAL SHOCK,Jul-22,2022/3/31,2022/10/31,13060000,無料
EXTASY VISUAL SHOCK,Jun-22,2022/3/31,2022/10/31,11100000,無料
EXTASY VISUAL SHOCK,May-22,2022/3/31,2022/10/31,27880000,無料
EXTASY VISUAL SHOCK,Apr-22,2022/3/31,2022/10/31,36960000,無料
テイルズ オブ ルミナリア,Dec-21,2021/11/4,2022/7/20,24270000,無料
テイルズ オブ ルミナリア,Nov-21,2021/11/4,2022/7/20,40660000,無料
テイルズ オブ ルミナリア,Jun-22,2021/11/4,2022/7/20,3490000,無料
テイルズ オブ ルミナリア,May-22,2021/11/4,2022/7/20,8410000,無料
テイルズ オブ ルミナリア,Apr-22,2021/11/4,2022/7/20,34220000,無料
テイルズ オブ ルミナリア,Mar-22,2021/11/4,2022/7/20,31440000,無料
テイルズ オブ ルミナリア,Feb-22,2021/11/4,2022/7/20,27880000,無料
テイルズ オブ ルミナリア,Jan-22,2021/11/4,2022/7/20,35040000,無料
機動戦士ガンダム 鉄血のオルフェンズG,Dec-22,2022/11/15,2024/1/11,104000000,"ガンダム, アニメ/コミック, 原作モノ, 無料"
機動戦士ガンダム 鉄血のオルフェンズG,Nov-22,2022/11/15,2024/1/11,136000000,"ガンダム, アニメ/コミック, 原作モノ, 無料"
機動戦士ガンダム 鉄血のオルフェンズG,Oct-23,2022/11/15,2024/1/11,25920000,"ガンダム, アニメ/コミック, 原作モノ, 無料"
機動戦士ガンダム 鉄血のオルフェンズG,Sep-23,2022/11/15,2024/1/11,30450000,"ガンダム, アニメ/コミック, 原作モノ, 無料"
機動戦士ガンダム 鉄血のオルフェンズG,Aug-23,2022/11/15,2024/1/11,51630000,"ガンダム, アニメ/コミック, 原作モノ, 無料"
機動戦士ガンダム 鉄血のオルフェンズG,Jul-23,2022/11/15,2024/1/11,36320000,"ガンダム, アニメ/コミック, 原作モノ, 無料"
機動戦士ガンダム 鉄血のオルフェンズG,Jun-23,2022/11/15,2024/1/11,38090000,"ガンダム, アニメ/コミック, 原作モノ, 無料"
機動戦士ガンダム 鉄血のオルフェンズG,May-23,2022/11/15,2024/1/11,58850000,"ガンダム, アニメ/コミック, 原作モノ, 無料"
機動戦士ガンダム 鉄血のオルフェンズG,Apr-23,2022/11/15,2024/1/11,50640000,"ガンダム, アニメ/コミック, 原作モノ, 無料"
機動戦士ガンダム 鉄血のオルフェンズG,Mar-23,2022/11/15,2024/1/11,90380000,"ガンダム, アニメ/コミック, 原作モノ, 無料"
機動戦士ガンダム 鉄血のオルフェンズG,Feb-23,2022/11/15,2024/1/11,46610000,"ガンダム, アニメ/コミック, 原作モノ, 無料"
機動戦士ガンダム 鉄血のオルフェンズG,Jan-23,2022/11/15,2024/1/11,103000000,"ガンダム, アニメ/コミック, 原作モノ, 無料"
ブレイブリーデフォルト ブリリアントライツ,Dec-22,2022/1/27,2023/2/28,23900000,"無料, ファンタジー"
ブレイブリーデフォルト ブリリアントライツ,Nov-22,2022/1/27,2023/2/28,31720000,"無料, ファンタジー"
ブレイブリーデフォルト ブリリアントライツ,Oct-22,2022/1/27,2023/2/28,43720000,"無料, ファンタジー"
ブレイブリーデフォルト ブリリアントライツ,Sep-22,2022/1/27,2023/2/28,36940000,"無料, ファンタジー"
ブレイブリーデフォルト ブリリアントライツ,Aug-22,2022/1/27,2023/2/28,52990000,"無料, ファンタジー"
ブレイブリーデフォルト ブリリアントライツ,Jul-22,2022/1/27,2023/2/28,48350000,"無料, ファンタジー"
ブレイブリーデフォルト ブリリアントライツ,Jun-22,2022/1/27,2023/2/28,43130000,"無料, ファンタジー"
ブレイブリーデフォルト ブリリアントライツ,May-22,2022/1/27,2023/2/28,58720000,"無料, ファンタジー"
ブレイブリーデフォルト ブリリアントライツ,Apr-22,2022/1/27,2023/2/28,61390000,"無料, ファンタジー"
ブレイブリーデフォルト ブリリアントライツ,Mar-22,2022/1/27,2023/2/28,122000000,"無料, ファンタジー"
ブレイブリーデフォルト ブリリアントライツ,Feb-22,2022/1/27,2023/2/28,216000000,"無料, ファンタジー"
ブレイブリーデフォルト ブリリアントライツ,Jan-22,2022/1/27,2023/2/28,29620000,"無料, ファンタジー"
メモリア  夢の旅人と双子の案内人,May-22,2022/3/30,2022/7/31,4890000,"プレイ人数：1人, 無料"
メモリア  夢の旅人と双子の案内人,Apr-22,2022/3/30,2022/7/31,31810000,"プレイ人数：1人, 無料"
メモリア  夢の旅人と双子の案内人,Mar-22,2022/3/30,2022/7/31,2860000,"プレイ人数：1人, 無料"
クローバーシアター,Dec-22,2022/8/3,2023/6/7,1980000,"ファンタジー, 無料"
クローバーシアター,Nov-22,2022/8/3,2023/6/7,3390000,"ファンタジー, 無料"
クローバーシアター,Oct-22,2022/8/3,2023/6/7,10130000,"ファンタジー, 無料"
クローバーシアター,Sep-22,2022/8/3,2023/6/7,19450000,"ファンタジー, 無料"
クローバーシアター,Aug-22,2022/8/3,2023/6/7,54500000,"ファンタジー, 無料"
404 GAME RE：SET -エラーゲームリセット-,Nov-23,2023/4/25,2024/1/5,680000,
404 GAME RE：SET -エラーゲームリセット-,Oct-23,2023/4/25,2024/1/5,34570000,
404 GAME RE：SET -エラーゲームリセット-,Sep-23,2023/4/25,2024/1/5,43550000,
404 GAME RE：SET -エラーゲームリセット-,Aug-23,2023/4/25,2024/1/5,57420000,
404 GAME RE：SET -エラーゲームリセット-,Jul-23,2023/4/25,2024/1/5,42370000,
404 GAME RE：SET -エラーゲームリセット-,Jun-23,2023/4/25,2024/1/5,50980000,
404 GAME RE：SET -エラーゲームリセット-,May-23,2023/4/25,2024/1/5,84530000,
404 GAME RE：SET -エラーゲームリセット-,Apr-23,2023/4/25,2024/1/5,21030000,
ミラクルマッチ,Dec-22,2022/6/14,2023/7/31,3630000,"原作モノ, 無料, 対戦プレイ"
ミラクルマッチ,Nov-22,2022/6/14,2023/7/31,6500000,"原作モノ, 無料, 対戦プレイ"
ミラクルマッチ,Oct-22,2022/6/14,2023/7/31,5720000,"原作モノ, 無料, 対戦プレイ"
ミラクルマッチ,Sep-22,2022/6/14,2023/7/31,4160000,"原作モノ, 無料, 対戦プレイ"
ミラクルマッチ,Aug-22,2022/6/14,2023/7/31,11020000,"原作モノ, 無料, 対戦プレイ"
ミラクルマッチ,Jul-22,2022/6/14,2023/7/31,24930000,"原作モノ, 無料, 対戦プレイ"
ミラクルマッチ,Jun-22,2022/6/14,2023/7/31,37580000,"原作モノ, 無料, 対戦プレイ"
ミラクルマッチ,Jun-23,2022/6/14,2023/7/31,2500000,"原作モノ, 無料, 対戦プレイ"
ミラクルマッチ,May-23,2022/6/14,2023/7/31,2220000,"原作モノ, 無料, 対戦プレイ"
ミラクルマッチ,Apr-23,2022/6/14,2023/7/31,6130000,"原作モノ, 無料, 対戦プレイ"
ミラクルマッチ,Mar-23,2022/6/14,2023/7/31,6110000,"原作モノ, 無料, 対戦プレイ"
ミラクルマッチ,Feb-23,2022/6/14,2023/7/31,6210000,"原作モノ, 無料, 対戦プレイ"
ミラクルマッチ,Jan-23,2022/6/14,2023/7/31,8050000,"原作モノ, 無料, 対戦プレイ"
鋼の錬金術師 MOBILE,Dec-22,2022/8/4,2024/3/29,164000000,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,Nov-22,2022/8/4,2024/3/29,186000000,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,Oct-22,2022/8/4,2024/3/29,278000000,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,Sep-22,2022/8/4,2024/3/29,575000000,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,Aug-22,2022/8/4,2024/3/29,1200000000,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,Dec-23,2022/8/4,2024/3/29,27050000,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,Nov-23,2022/8/4,2024/3/29,27650000,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,Oct-23,2022/8/4,2024/3/29,36690000,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,Sep-23,2022/8/4,2024/3/29,59150000,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,Aug-23,2022/8/4,2024/3/29,178000000,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,Jul-23,2022/8/4,2024/3/29,78340000,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,Jun-23,2022/8/4,2024/3/29,57020000,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,May-23,2022/8/4,2024/3/29,78980000,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,Apr-23,2022/8/4,2024/3/29,67500000,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,Mar-23,2022/8/4,2024/3/29,117000000,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,Feb-23,2022/8/4,2024/3/29,146000000,"アニメ/コミック, 原作モノ, 無料"
鋼の錬金術師 MOBILE,Jan-23,2022/8/4,2024/3/29,254000000,"アニメ/コミック, 原作モノ, 無料"
テクノロイド ユニゾンハート,Dec-22,2022/1/21,2025/1/31,25560000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
テクノロイド ユニゾンハート,Nov-22,2022/1/21,2025/1/31,21810000,"女性向け, パズル, 無料, 浦 和希, 古川 慎, 梶原岳人, 榎木淳弥, 大塚剛央, 仲村宗悟, 渋谷 慧, 峯田大夢, kayto, 萩谷慧悟, 杉林晟人, イケメン"
